Vardas           Pavarde          Med.             
Vardas7081       Pavarde7081      5.20               
Vardas7092       Pavarde7092      5.20               
Vardas7133       Pavarde7133      5.20               
Vardas7140       Pavarde7140      5.20               
Vardas7144       Pavarde7144      5.20               
Vardas7192       Pavarde7192      5.20               
Vardas7263       Pavarde7263      5.20               
Vardas7291       Pavarde7291      5.20               
Vardas7339       Pavarde7339      5.20               
Vardas7393       Pavarde7393      5.20               
Vardas7448       Pavarde7448      5.20               
Vardas7471       Pavarde7471      5.20               
Vardas7489       Pavarde7489      5.20               
Vardas7514       Pavarde7514      5.20               
Vardas7658       Pavarde7658      5.20               
Vardas7677       Pavarde7677      5.20               
Vardas7683       Pavarde7683      5.20               
Vardas7691       Pavarde7691      5.20               
Vardas7699       Pavarde7699      5.20               
Vardas7710       Pavarde7710      5.20               
Vardas7791       Pavarde7791      5.20               
Vardas7798       Pavarde7798      5.20               
Vardas7804       Pavarde7804      5.20               
Vardas7821       Pavarde7821      5.20               
Vardas7840       Pavarde7840      5.20               
Vardas7857       Pavarde7857      5.20               
Vardas7973       Pavarde7973      5.20               
Vardas7992       Pavarde7992      5.20               
Vardas7998       Pavarde7998      5.20               
Vardas8079       Pavarde8079      5.20               
Vardas8083       Pavarde8083      5.20               
Vardas8092       Pavarde8092      5.20               
Vardas8112       Pavarde8112      5.20               
Vardas8163       Pavarde8163      5.20               
Vardas8309       Pavarde8309      5.20               
Vardas8382       Pavarde8382      5.20               
Vardas8423       Pavarde8423      5.20               
Vardas8428       Pavarde8428      5.20               
Vardas8454       Pavarde8454      5.20               
Vardas8468       Pavarde8468      5.20               
Vardas8492       Pavarde8492      5.20               
Vardas8500       Pavarde8500      5.20               
Vardas8532       Pavarde8532      5.20               
Vardas8559       Pavarde8559      5.20               
Vardas8563       Pavarde8563      5.20               
Vardas8674       Pavarde8674      5.20               
Vardas8751       Pavarde8751      5.20               
Vardas8812       Pavarde8812      5.20               
Vardas8822       Pavarde8822      5.20               
Vardas8896       Pavarde8896      5.20               
Vardas8910       Pavarde8910      5.20               
Vardas8913       Pavarde8913      5.20               
Vardas8939       Pavarde8939      5.20               
Vardas8951       Pavarde8951      5.20               
Vardas8982       Pavarde8982      5.20               
Vardas8989       Pavarde8989      5.20               
Vardas8997       Pavarde8997      5.20               
Vardas9068       Pavarde9068      5.20               
Vardas9138       Pavarde9138      5.20               
Vardas9155       Pavarde9155      5.20               
Vardas9156       Pavarde9156      5.20               
Vardas9158       Pavarde9158      5.20               
Vardas9159       Pavarde9159      5.20               
Vardas9211       Pavarde9211      5.20               
Vardas9281       Pavarde9281      5.20               
Vardas9301       Pavarde9301      5.20               
Vardas9371       Pavarde9371      5.20               
Vardas9397       Pavarde9397      5.20               
Vardas9434       Pavarde9434      5.20               
Vardas9526       Pavarde9526      5.20               
Vardas9599       Pavarde9599      5.20               
Vardas9604       Pavarde9604      5.20               
Vardas9618       Pavarde9618      5.20               
Vardas9671       Pavarde9671      5.20               
Vardas9710       Pavarde9710      5.20               
Vardas9717       Pavarde9717      5.20               
Vardas9810       Pavarde9810      5.20               
Vardas9857       Pavarde9857      5.20               
Vardas9877       Pavarde9877      5.20               
Vardas9945       Pavarde9945      5.20               
Vardas9969       Pavarde9969      5.20               
Vardas9975       Pavarde9975      5.20               
Vardas59         Pavarde59        5.00               
Vardas84         Pavarde84        5.00               
Vardas95         Pavarde95        5.00               
Vardas174        Pavarde174       5.00               
Vardas204        Pavarde204       5.00               
Vardas219        Pavarde219       5.00               
Vardas298        Pavarde298       5.00               
Vardas346        Pavarde346       5.00               
Vardas431        Pavarde431       5.00               
Vardas457        Pavarde457       5.00               
Vardas486        Pavarde486       5.00               
Vardas492        Pavarde492       5.00               
Vardas543        Pavarde543       5.00               
Vardas596        Pavarde596       5.00               
Vardas600        Pavarde600       5.00               
Vardas629        Pavarde629       5.00               
Vardas640        Pavarde640       5.00               
Vardas710        Pavarde710       5.00               
Vardas730        Pavarde730       5.00               
Vardas747        Pavarde747       5.00               
Vardas793        Pavarde793       5.00               
Vardas825        Pavarde825       5.00               
Vardas911        Pavarde911       5.00               
Vardas943        Pavarde943       5.00               
Vardas961        Pavarde961       5.00               
Vardas966        Pavarde966       5.00               
Vardas1037       Pavarde1037      5.00               
Vardas1161       Pavarde1161      5.00               
Vardas1170       Pavarde1170      5.00               
Vardas1175       Pavarde1175      5.00               
Vardas1185       Pavarde1185      5.00               
Vardas1187       Pavarde1187      5.00               
Vardas1207       Pavarde1207      5.00               
Vardas1236       Pavarde1236      5.00               
Vardas1243       Pavarde1243      5.00               
Vardas1290       Pavarde1290      5.00               
Vardas1291       Pavarde1291      5.00               
Vardas1342       Pavarde1342      5.00               
Vardas1415       Pavarde1415      5.00               
Vardas1489       Pavarde1489      5.00               
Vardas1504       Pavarde1504      5.00               
Vardas1528       Pavarde1528      5.00               
Vardas1566       Pavarde1566      5.00               
Vardas1589       Pavarde1589      5.00               
Vardas1612       Pavarde1612      5.00               
Vardas1640       Pavarde1640      5.00               
